Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign
PAPSS2,O95340,0.76599656912445,#N/A,#N/A
SDCBP,O00560,0.763970474289118,#N/A,#N/A
AP2M1,Q96CW1,0.763260874854185,#N/A,#N/A
TNPO1,Q92973,0.763162887927258,#N/A,#N/A
LSM5,Q9Y4Y9,0.762947448787987,#N/A,#N/A
CAPN1,P07384,0.762810959819897,#N/A,#N/A
CSTF1,Q05048,0.762402861375576,#N/A,#N/A
NLE1,Q9NVX2,0.761639743223522,#N/A,#N/A
CFL2,Q9Y281,0.761265239295596,#N/A,#N/A
USO1,O60763,0.757851080468293,#N/A,#N/A
MCM7,P33993,0.757596248447834,#N/A,#N/A
NACA,E9PAV3,0.756871554680783,#N/A,#N/A
UBE2H,P62256,0.755204334000488,#N/A,#N/A
HADHA,P40939,0.754322907630617,#N/A,#N/A
ATP5MG,O75964,0.753376477354971,#N/A,#N/A
MCM4,P33991,0.751885476769957,#N/A,#N/A
HDLBP,Q00341,0.751566853575497,#N/A,#N/A
RABIF,P47224,0.750977951054608,#N/A,#N/A
NAA10,P41227,0.749324550870983,#N/A,#N/A
DNAJC8,O75937,0.749184247852112,#N/A,#N/A
GLRX,P35754,0.748717909895985,#N/A,#N/A
ALDH18A1,P54886,0.746871804476323,#N/A,#N/A
SF3A3,Q12874,0.746635152283832,4.23942979970361,4.44904725832563
THRAP3,Q9Y2W1,0.746560350805137,#N/A,#N/A
COPS8,Q99627,0.745369035494769,#N/A,#N/A
MT-ATP6,P00846,0.745042004047085,#N/A,#N/A
UQCRC2,P22695,0.744528791877639,#N/A,#N/A
CPNE3,O75131,0.743508559510613,#N/A,#N/A
NDUFA12,Q9UI09,0.7414849236516,#N/A,#N/A
CCDC124,Q96CT7,0.738191323424632,#N/A,#N/A
VAPB,O95292,0.73379630665446,#N/A,#N/A
IFITM3,Q01628,0.733618253230626,#N/A,#N/A
HSPBP1,Q9NZL4,0.733401037606668,#N/A,#N/A
FBL,P22087,0.732968639690845,#N/A,#N/A
SNRNP200,O75643,0.732400897548728,#N/A,#N/A
PROCR,Q9UNN8,0.732232359789539,#N/A,#N/A
MVP,Q14764,0.731842900898216,#N/A,#N/A
PTPN1,P18031,0.730576421863139,#N/A,#N/A
AP2B1,P63010,0.73030113059949,#N/A,#N/A
SF3B2,Q13435,0.726694406302834,4.44019281206473,4.97363469512012
TP53,P04637,0.724787355687325,#N/A,#N/A
H2AC1,Q96QV6,0.72405940340916,#N/A,#N/A
RAB5C,P51148,0.722870909774012,#N/A,#N/A
MCM6,Q14566,0.722309481861977,#N/A,#N/A
TMCO1,Q9UM00,0.722157724218991,#N/A,#N/A
ITGA2,P17301,0.719265111164137,#N/A,#N/A
CLTCL1,P53675,0.717460634995812,#N/A,#N/A
PGRMC2,O15173,0.716564758186218,#N/A,#N/A
TOMM22,Q9NS69,0.716168124507573,#N/A,#N/A
ATP5F1D,P30049,0.715768422399307,#N/A,#N/A
ATP5F1C,P36542,0.7115164555875,#N/A,#N/A
PPM1G,O15355,0.711393066228699,#N/A,#N/A
WARS1,P23381,0.711095516012967,#N/A,#N/A
NSUN2,Q08J23,0.71108023542887,#N/A,#N/A
HP1BP3,Q5SSJ5,0.710497270261684,#N/A,#N/A
TTC1,Q99614,0.710392817517141,#N/A,#N/A
HEXIM1,O94992,0.709944330870685,#N/A,#N/A
SLC2A1,P11166,0.709076596347227,#N/A,#N/A
HSD17B11,Q8NBQ5,0.708423339030958,#N/A,#N/A
EPHA2,P29317,0.707359424193593,#N/A,#N/A
IL18,Q14116,0.707176495231237,#N/A,#N/A
SNX2,O60749,0.703755642104968,#N/A,#N/A
MCM2,P49736,0.70234836059476,#N/A,#N/A
ATP5MK,Q96IX5,0.700974771699524,#N/A,#N/A
WDR77,Q9BQA1,0.700946852897241,#N/A,#N/A
DCTN1,Q14203,0.698976931937059,#N/A,#N/A
CUTA,O60888,0.697825615486996,#N/A,#N/A
TIMM9,Q9Y5J7,0.695817989623815,#N/A,#N/A
PODXL,O00592,0.693296461790537,#N/A,#N/A
PPA2,Q9H2U2,0.69208457717952,#N/A,#N/A
RPS23,P62266,0.69029322917031,#N/A,#N/A
CNP,P09543,0.690276181888453,#N/A,#N/A
BAG3,O95817,0.689110986579051,#N/A,#N/A
ZNF185,O15231,0.687950763413259,#N/A,#N/A
AIMP2,Q13155,0.687762423248061,#N/A,#N/A
STOML2,Q9UJZ1,0.686504934872178,#N/A,#N/A
GTF2F2,P13984,0.685739004502768,#N/A,#N/A
CAND1,Q86VP6,0.685640325592836,#N/A,#N/A
AARS1,P49588,0.685476343326759,#N/A,#N/A
ANXA7,P20073,0.683858560286442,#N/A,#N/A
MAP1B,P46821,0.682677593438113,#N/A,#N/A
NPEPPS,P55786,0.681918370945948,#N/A,#N/A
LIMA1,Q9UHB6,0.67813922646308,#N/A,#N/A
ROCK2,O75116,0.677962891294083,#N/A,#N/A
GLS,O94925,0.677448020321811,#N/A,#N/A
RBM4,Q9BWF3,0.676413583626284,#N/A,#N/A
ATP1B1,P05026,0.674916103030054,#N/A,#N/A
PABPN1,Q86U42,0.674396517155067,#N/A,#N/A
PTRHD1,Q6GMV3,0.673866713747417,#N/A,#N/A
RNPEP,Q9H4A4,0.672773789348501,#N/A,#N/A
OCIAD2,Q56VL3,0.672608811748513,#N/A,#N/A
RPL26,P61254,0.672015189452376,#N/A,#N/A
FKBP2,P26885,0.671949395170123,#N/A,#N/A
AK2,P54819,0.671775184934497,#N/A,#N/A
HEBP1,Q9NRV9,0.670041497836105,#N/A,#N/A
PDCD6,O75340,0.669593531092503,#N/A,#N/A
DYNLL1,P63167,0.667540675236139,#N/A,#N/A
SMC4,Q9NTJ3,0.666824893743468,#N/A,#N/A
ACO2,Q99798,0.666364494897896,#N/A,#N/A
SLC9A3R1,O14745,0.665047848299245,#N/A,#N/A
ZC3H15,Q8WU90,0.664779582513099,#N/A,#N/A
REXO2,Q9Y3B8,0.663787324907448,#N/A,#N/A
TIMM44,O43615,0.663557721074061,#N/A,#N/A
HBD,P02042,0.66268129476526,#N/A,#N/A
AP1M1,Q9BXS5,0.662029221512043,#N/A,#N/A
RPA1,P27694,0.661898067021236,#N/A,#N/A
NRDC,O43847,0.657796527730633,#N/A,#N/A
MRPS28,Q9Y2Q9,0.656157364663927,4.49470656580721,4.52372404599702
TARDBP,Q13148,0.655737777757883,#N/A,#N/A
SF3A1,Q15459,0.655164054418418,4.46444022269567,4.96211612799742
PGM1,P36871,0.654358092203453,#N/A,#N/A
COX5B,P10606,0.652281714145593,#N/A,#N/A
HMGB3,O15347,0.647127272480686,#N/A,#N/A
PRPF4,O43172,0.645036656540059,#N/A,#N/A
CNPY2,Q9Y2B0,0.644178827827054,#N/A,#N/A
NUCKS1,Q9H1E3,0.642114598846465,#N/A,#N/A
TRAP1,Q12931,0.640870627324251,#N/A,#N/A
OCIAD1,Q9NX40,0.639801886213416,#N/A,#N/A
GIPC1,O14908,0.639713660821315,#N/A,#N/A
ACTL6A,O96019,0.638363773715803,#N/A,#N/A
IPO4,Q8TEX9,0.638317399247812,#N/A,#N/A
NASP,P49321,0.6348663787575,#N/A,#N/A
WASF1,Q92558,0.634016360613609,#N/A,#N/A
TIMM50,Q3ZCQ8,0.632431844309088,#N/A,#N/A
ARL3,P36405,0.63225995475271,#N/A,#N/A
DDX6,P26196,0.630401355592873,#N/A,#N/A
DYNC1LI1,Q9Y6G9,0.629841315685092,#N/A,#N/A
PPP1R2,P41236,0.629317074598942,#N/A,#N/A
MOB1B,Q7L9L4,0.628795624627553,#N/A,#N/A
ADGRE5,P48960,0.628762871605877,#N/A,#N/A
NRAS,P01111,0.628157130188075,#N/A,#N/A
HSP90AB4P,Q58FF6,0.627361722846698,#N/A,#N/A
AIP,O00170,0.626489949857833,#N/A,#N/A
EIF4G2,P78344,0.626460948682511,#N/A,#N/A
PTPN11,Q06124,0.624381272279931,#N/A,#N/A
TRIM25,Q14258,0.624085329148975,#N/A,#N/A
DECR1,Q16698,0.623893320362185,#N/A,#N/A
TCEA1,P23193,0.623633014765525,#N/A,#N/A
SRSF5,Q13243,0.623559781179543,#N/A,#N/A
POLR2L,P62875,0.623153381052768,#N/A,#N/A
HACD3,Q9P035,0.622158480909046,#N/A,#N/A
NAA15,Q9BXJ9,0.621268563169951,#N/A,#N/A
DBNL,Q9UJU6,0.620920985637564,#N/A,#N/A
NARS1,O43776,0.620902148749167,#N/A,#N/A
ATP6V1A,P38606,0.620751229720313,#N/A,#N/A
SAMHD1,Q9Y3Z3,0.62054324558111,#N/A,#N/A
PPP1CB,P62140,0.619718172779734,#N/A,#N/A
JPT2,Q9H910,0.617243466108887,#N/A,#N/A
POLR1C,O15160,0.615033042662627,#N/A,#N/A
BID,P55957,0.61331895908981,#N/A,#N/A
CHORDC1,Q9UHD1,0.612622947656447,#N/A,#N/A
NSF,P46459,0.610936546250348,#N/A,#N/A
RBM39,Q14498,0.610350218100125,#N/A,#N/A
EHD4,Q9H223,0.609623439582459,#N/A,#N/A
RAB2A,P61019,0.609617120851532,#N/A,#N/A
HSDL2,Q6YN16,0.60938962396703,#N/A,#N/A
MTDH,Q86UE4,0.607966959868082,#N/A,#N/A
EIF2S3,P41091,0.607957991776598,#N/A,#N/A
LNPK,Q9C0E8,0.607035782196268,#N/A,#N/A
NAA50,Q9GZZ1,0.606579117512517,#N/A,#N/A
UFM1,P61960,0.605927568631294,#N/A,#N/A
STAU1,O95793,0.604496016634272,#N/A,#N/A
CRKL,P46109,0.604308343160642,#N/A,#N/A
VAMP8,Q9BV40,0.603688032300355,#N/A,#N/A
HEXB,P07686,0.603208246818632,#N/A,#N/A
CARS1,P49589,0.602884272888946,#N/A,#N/A
MRPL12,P52815,0.601065345441728,#N/A,#N/A
PSPC1,Q8WXF1,0.60100203392308,#N/A,4.18756974438365
RAP1B,P61224,0.600305261199787,#N/A,#N/A
USP5,P45974,0.599275952706069,#N/A,#N/A
BTF3L4,Q96K17,0.59890784223666,#N/A,#N/A
GNB2,P62879,0.596750148148354,#N/A,#N/A
MESD,Q14696,0.595742845485266,#N/A,#N/A
VARS1,P26640,0.594906030253921,#N/A,#N/A
HSD17B12,Q53GQ0,0.594120313305646,#N/A,#N/A
VRK1,Q99986,0.592890019093744,#N/A,#N/A
STAT1,P42224,0.592456530897145,#N/A,#N/A
AP3M1,Q9Y2T2,0.59090198871311,#N/A,#N/A
EMD,P50402,0.590792609046782,#N/A,#N/A
ITPA,Q9BY32,0.590783821584127,#N/A,#N/A
THEM6,Q8WUY1,0.589531935158114,#N/A,#N/A
PGM2,Q96G03,0.586351233022665,#N/A,#N/A
UBA6,A0AVT1,0.584737647867092,#N/A,#N/A
CISD2,Q8N5K1,0.584216453576106,#N/A,#N/A
SUCLG1,P53597,0.583533320134382,#N/A,#N/A
TMED9,Q9BVK6,0.583394209417394,#N/A,#N/A
TIMM13,Q9Y5L4,0.583219120257183,#N/A,#N/A
AAMDC,Q9H7C9,0.582951088067532,#N/A,#N/A
ACY1,Q03154,0.582792168718484,#N/A,#N/A
C11orf68,Q9H3H3,0.582540188056458,#N/A,#N/A
COX7A2,P14406,0.579509684282351,#N/A,#N/A
SPCS2,Q15005,0.579159095845765,#N/A,#N/A
ARL1,P40616,0.578835698391798,#N/A,#N/A
PDCD10,Q9BUL8,0.578733786977402,#N/A,#N/A
DCTD,P32321,0.578597073166611,#N/A,#N/A
RNMT,O43148,0.578301867631474,#N/A,#N/A
DRAP1,Q14919,0.578173432082496,#N/A,#N/A
HSPB11,Q9Y547,0.577956990271833,#N/A,#N/A
PDHB,P11177,0.576652913282554,#N/A,#N/A
CBFB,Q13951,0.574882462647687,#N/A,#N/A
ACO1,P21399,0.574352583042926,#N/A,#N/A
SMC2,O95347,0.573441926477718,#N/A,#N/A
IARS2,Q9NSE4,0.572185751077497,#N/A,#N/A
LSM6,P62312,0.571987730896554,#N/A,#N/A
AAMP,Q13685,0.571558762335939,#N/A,#N/A
MYG1,Q9HB07,0.571128607269004,#N/A,#N/A
S100A4,P26447,0.56677281656507,#N/A,#N/A
CAST,P20810,0.565121910892651,#N/A,#N/A
UBA2,Q9UBT2,0.565084025742792,#N/A,#N/A
RAB10,P61026,0.563735471927833,#N/A,#N/A
NUP93,Q8N1F7,0.562758249782318,#N/A,#N/A
PARVA,Q9NVD7,0.562741619437559,#N/A,#N/A
RFC2,P35250,0.561284525795672,#N/A,#N/A
VPS26A,O75436,0.560573508539507,#N/A,#N/A
RDX,P35241,0.55635314130318,#N/A,#N/A
HADH,Q16836,0.556012202176807,#N/A,#N/A
GPD2,P43304,0.555622171547601,#N/A,#N/A
RANBP3,Q9H6Z4,0.554936293339071,#N/A,#N/A
NANS,Q9NR45,0.554907104016765,#N/A,#N/A
DLST,P36957,0.554007293188996,#N/A,#N/A
TBCC,Q15814,0.55351393593727,#N/A,#N/A
TIAL1,Q01085,0.552761761109694,#N/A,#N/A
CD82,P27701,0.552428704201958,#N/A,#N/A
GBE1,Q04446,0.551826994647104,#N/A,#N/A
REEP5,Q00765,0.550978375731331,#N/A,#N/A
MCM5,P33992,0.550920554435163,#N/A,#N/A
PXN,P49023,0.550919167103877,#N/A,#N/A
CAD,P27708,0.550817451752908,#N/A,#N/A
TMED2,Q15363,0.550203830687743,#N/A,#N/A
ILK,Q13418,0.550202174862298,#N/A,#N/A
DPY30,Q9C005,0.549548154067545,#N/A,#N/A
DCK,P27707,0.546842662558522,#N/A,#N/A
MLEC,Q14165,0.546459786559738,#N/A,#N/A
MCFD2,Q8NI22,0.544704368156413,#N/A,#N/A
CTPS1,P17812,0.544323703594314,#N/A,#N/A
ZYX,Q15942,0.543590113690829,#N/A,#N/A
SPAG9,O60271,0.540600244985163,#N/A,#N/A
PHPT1,Q9NRX4,0.540527340399012,#N/A,#N/A
SUMF2,Q8NBJ7,0.538562182392673,#N/A,#N/A
PSMD14,O00487,0.537663431099461,#N/A,#N/A
UBL5,Q9BZL1,0.534742815045725,#N/A,#N/A
FUS,P35637,0.534635230251618,#N/A,#N/A
RAP1GDS1,P52306,0.534624152768524,#N/A,#N/A
AP3B1,O00203,0.534555394227392,#N/A,#N/A
USP39,Q53GS9,0.533820692923814,#N/A,#N/A
DNMT1,P26358,0.533245349211247,#N/A,#N/A
UFD1,Q92890,0.532867717900513,#N/A,#N/A
GTPBP4,Q9BZE4,0.532792736177697,#N/A,#N/A
LYAR,Q9NX58,0.532657621244732,#N/A,#N/A
SMC1A,Q14683,0.531226930819673,#N/A,#N/A
NDUFA5,Q16718,0.529441613639192,#N/A,#N/A
DPM3,Q9P2X0,0.528904029586079,#N/A,#N/A
SRRT,Q9BXP5,0.526890930521578,#N/A,#N/A
SNAP23,O00161,0.525999390558048,#N/A,#N/A
UBE2C,O00762,0.524253783052367,#N/A,#N/A
DNAJA2,O60884,0.523619261762907,#N/A,#N/A
PTRH2,Q9Y3E5,0.523463913069524,#N/A,#N/A
TBRG4,Q969Z0,0.52184513263657,#N/A,#N/A
PLOD3,O60568,0.521377982614809,#N/A,#N/A
CPSF7,Q8N684,0.520374523234091,4.69964904278457,4.91281904905379
DNMBP,Q6XZF7,0.519770680694734,#N/A,#N/A
SPC24,Q8NBT2,0.519723351981358,#N/A,#N/A
VAPA,Q9P0L0,0.518916958735797,#N/A,#N/A
GNAI2,P04899,0.518639180627611,#N/A,#N/A
RGS10,O43665,0.518025925940726,#N/A,#N/A
PPP1CA,P62136,0.517845579381672,4.06067680610078,#N/A
CYB5R1,Q9UHQ9,0.516684169999092,#N/A,#N/A
LAMP1,P11279,0.516449159705591,#N/A,#N/A
NDUFA2,O43678,0.515629317778497,#N/A,#N/A
NOL3,O60936,0.515209509601431,#N/A,#N/A
RAP2B,P61225,0.514247478310355,#N/A,#N/A
SYNGR2,O43760,0.513950979474493,#N/A,#N/A
SLC25A24,Q6NUK1,0.513205059739033,#N/A,#N/A
POFUT1,Q9H488,0.512688986764338,#N/A,#N/A
SLC25A11,Q02978,0.511937178915677,#N/A,#N/A
RBM14,Q96PK6,0.511490709560555,#N/A,#N/A
EXOSC2,Q13868,0.510901831823896,#N/A,#N/A
IMPA1,P29218,0.509742586882245,#N/A,#N/A
RRM1,P23921,0.50916496126952,#N/A,#N/A
ARHGEF2,Q92974,0.507756899130323,#N/A,#N/A
GRSF1,Q12849,0.507634321622252,#N/A,#N/A
EMC8,O43402,0.507350345707186,#N/A,#N/A
PPAT,Q06203,0.505187388933861,#N/A,#N/A
CKAP5,Q14008,0.503712048828323,#N/A,#N/A
PDHA1,P08559,0.503270478755186,#N/A,#N/A
KLC2,Q9H0B6,0.503104571422239,#N/A,#N/A
RAB27A,P51159,0.502026832167042,#N/A,#N/A
MRPL53,Q96EL3,0.50156003210521,#N/A,#N/A
PCNP,Q8WW12,0.500126567867502,#N/A,#N/A
PCBD1,P61457,0.50004281660684,#N/A,#N/A
VPS29,Q9UBQ0,0.499849132232931,#N/A,#N/A
TMEM167A,Q8TBQ9,0.499636307040652,#N/A,#N/A
NME2,P22392,0.499313950326285,#N/A,#N/A
RPS27L,Q71UM5,0.499139758973231,#N/A,#N/A
PPT1,P50897,0.497467982406959,#N/A,#N/A
MGST1,P10620,0.497372513780869,#N/A,#N/A
GRWD1,Q9BQ67,0.49715533447964,#N/A,#N/A
H1-0,P07305,0.496817150994642,#N/A,#N/A
SUMO2,P61956,0.49305286519675,#N/A,#N/A
AGPS,O00116,0.49282394880524,#N/A,#N/A
COPZ1,P61923,0.491096563365744,#N/A,#N/A
SNRNP40,Q96DI7,0.489287238662517,#N/A,4.08880766698777
NDUFAB1,O14561,0.48913725900577,#N/A,#N/A
SMU1,Q2TAY7,0.488331162397561,#N/A,#N/A
PSMF1,Q92530,0.488058899013242,#N/A,#N/A
DDX3X,O00571,0.487897670288852,#N/A,#N/A
NPM3,O75607,0.486820363921906,#N/A,#N/A
OSTF1,Q92882,0.486590822748248,#N/A,#N/A
MBNL1,Q9NR56,0.485747828929113,#N/A,4.11769343578777
ENY2,Q9NPA8,0.484284026086219,#N/A,#N/A
MACROH2A1,O75367,0.484046235906938,#N/A,#N/A
RPA2,P15927,0.48168565090828,#N/A,#N/A
GPS1,Q13098,0.481676518441569,#N/A,#N/A
SAMM50,Q9Y512,0.481504898717119,#N/A,#N/A
RO60,P10155,0.478993829219583,#N/A,#N/A
DCD,P81605,0.478741248380361,#N/A,#N/A
PLOD2,O00469,0.477837981753909,#N/A,#N/A
NDUFS4,O43181,0.477772519560819,#N/A,#N/A
EXOSC5,Q9NQT4,0.477617395087974,#N/A,#N/A
EIF4B,P23588,0.477612930207578,#N/A,#N/A
SNX1,Q13596,0.47504471371991,#N/A,#N/A
ZPR1,O75312,0.474107943936058,#N/A,#N/A
MARS1,P56192,0.47407401052512,#N/A,#N/A
CA13,Q8N1Q1,0.473189255120493,#N/A,#N/A
DCTN3,O75935,0.472614318055585,#N/A,#N/A
CHCHD2,Q9Y6H1,0.470862296970675,#N/A,#N/A
GEMIN5,Q8TEQ6,0.470680786342083,#N/A,#N/A
CMC2,Q9NRP2,0.470601836827263,#N/A,#N/A
COPS6,Q7L5N1,0.467956275859804,#N/A,#N/A
NDRG1,Q92597,0.467231389569364,#N/A,#N/A
APEH,P13798,0.467006562303589,#N/A,#N/A
WDR61,Q9GZS3,0.466917852169532,#N/A,#N/A
GC,P02774,0.466916912551533,#N/A,#N/A
LARP1,Q6PKG0,0.465495932345039,#N/A,#N/A
ATXN10,Q9UBB4,0.465291774095281,#N/A,#N/A
MRPS18B,Q9Y676,0.464876768356313,#N/A,#N/A
AHCYL1,O43865,0.464187571403937,#N/A,#N/A
SFXN1,Q9H9B4,0.462301881916014,#N/A,#N/A
SDHB,P21912,0.461172346963771,#N/A,#N/A
URM1,Q9BTM9,0.460864950841585,#N/A,#N/A
RAB6A,P20340,0.458707709999922,#N/A,#N/A
SNRPB2,P08579,0.456545865522256,#N/A,4.03680914194694
PBK,Q96KB5,0.455741874135557,#N/A,#N/A
ERP44,Q9BS26,0.455261929343,#N/A,#N/A
PMVK,Q15126,0.45443789110904,#N/A,#N/A
MYADM,Q96S97,0.453470941452528,#N/A,#N/A
UFC1,Q9Y3C8,0.452393476475203,#N/A,#N/A
TPR,P12270,0.452257312507312,#N/A,#N/A
CD47,Q08722,0.450840225375776,#N/A,#N/A
CAP2,P40123,0.450422590663498,#N/A,#N/A
SEH1L,Q96EE3,0.44976988217237,#N/A,#N/A
EFHD2,Q96C19,0.448542444931408,#N/A,#N/A
BUD31,P41223,0.447021146773921,#N/A,#N/A
HSD17B4,P51659,0.446274912974968,#N/A,#N/A
DNM1L,O00429,0.446028972724594,#N/A,#N/A
SMNDC1,O75940,0.445674600552399,#N/A,#N/A
SSRP1,Q08945,0.445076903796074,#N/A,#N/A
IDI1,Q13907,0.444161885094084,#N/A,#N/A
SERPINB1,P30740,0.443787864899774,#N/A,#N/A
RBM3,P98179,0.443014761799187,#N/A,#N/A
NDRG3,Q9UGV2,0.441645169429523,#N/A,#N/A
SPCS3,P61009,0.441461330393693,#N/A,#N/A
LONP1,P36776,0.441335785757036,#N/A,#N/A
PFN2,P35080,0.439889778890332,#N/A,#N/A
CLNS1A,P54105,0.439548898929711,#N/A,#N/A
AKR7A2,O43488,0.439097405183702,#N/A,#N/A
DPP3,Q9NY33,0.438937030398535,#N/A,#N/A
CFDP1,Q9UEE9,0.438257121659317,#N/A,#N/A
TIPRL,O75663,0.437551024645242,#N/A,#N/A
ABCF2,Q9UG63,0.43701192208509,#N/A,#N/A
PAWR,Q96IZ0,0.435511115971593,#N/A,#N/A
RAB1A,P62820,0.434589028367818,#N/A,#N/A
RAE1,P78406,0.434317287759948,#N/A,#N/A
DIABLO,Q9NR28,0.433469980661342,#N/A,#N/A
CPOX,P36551,0.432870929934789,#N/A,#N/A
CD9,P21926,0.432315583952672,#N/A,#N/A
ACSL3,O95573,0.43227627417377,#N/A,#N/A
NDUFS3,O75489,0.430790562514947,#N/A,#N/A
NAPA,P54920,0.430432483929878,#N/A,#N/A
EPDR1,Q9UM22,0.430230055896684,#N/A,#N/A
ABCF1,Q8NE71,0.427704377273019,#N/A,#N/A
SH3GL1,Q99961,0.426735940118707,#N/A,#N/A
TYMS,P04818,0.426135784820727,#N/A,#N/A
CIAO2B,Q9Y3D0,0.426125913344267,#N/A,#N/A
MTCH2,Q9Y6C9,0.424083690934165,#N/A,#N/A
UBE2T,Q9NPD8,0.422768321794015,#N/A,#N/A
ABHD10,Q9NUJ1,0.422339940255848,#N/A,#N/A
BRK1,Q8WUW1,0.422318134074309,4.15181068671228,4.10368603973757
MCMBP,Q9BTE3,0.422070410937271,#N/A,#N/A
PFAS,O15067,0.422048593714656,#N/A,#N/A
OGFR,Q9NZT2,0.421895741801641,#N/A,#N/A
CZIB,Q9NWV4,0.421406366910615,#N/A,#N/A
DNAJC9,Q8WXX5,0.420166293596578,#N/A,#N/A
SUPT16H,Q9Y5B9,0.419928117029306,#N/A,#N/A
LAMP2,P13473,0.419348644300579,#N/A,#N/A
TJP1,Q07157,0.4192338978012,#N/A,#N/A
KIF2C,Q99661,0.418621544603508,#N/A,#N/A
NDUFB10,O96000,0.418395733446415,#N/A,#N/A
DDX42,Q86XP3,0.418310029561359,#N/A,4.07106349359239
SPATS2L,Q9NUQ6,0.416597267178603,#N/A,#N/A
HDAC1,Q13547,0.416544424447666,#N/A,#N/A
RFC5,P40937,0.41566778890156,#N/A,#N/A
MARCKSL1,P49006,0.415621108093644,#N/A,#N/A
AP2A1,O95782,0.415372419838549,#N/A,#N/A
PIH1D1,Q9NWS0,0.415218528903873,#N/A,#N/A
SEC11A,P67812,0.414182426015538,#N/A,#N/A
MYBBP1A,Q9BQG0,0.414033155412558,#N/A,#N/A
PREP,P48147,0.413629596250858,#N/A,#N/A
RSU1,Q15404,0.413577553133957,#N/A,#N/A
NDUFA8,P51970,0.413333659857531,#N/A,#N/A
NUDCD3,Q8IVD9,0.412925761977534,#N/A,#N/A
STT3A,P46977,0.41155465549172,#N/A,#N/A
ALDH1B1,P30837,0.410957569119376,#N/A,#N/A
H1-10,Q92522,0.410605103177928,#N/A,#N/A
HEBP2,Q9Y5Z4,0.409777458905191,#N/A,#N/A
MRTO4,Q9UKD2,0.409624017331527,#N/A,#N/A
TFAM,Q00059,0.40939524614387,#N/A,#N/A
PIN4,Q9Y237,0.408997579159991,#N/A,#N/A
DNAJC7,Q99615,0.408713262217156,#N/A,#N/A
CSTF3,Q12996,0.407823771989141,#N/A,#N/A
MRPL55,Q7Z7F7,0.40764950864044,#N/A,#N/A
PACSIN2,Q9UNF0,0.407636828535487,#N/A,#N/A
RBM17,Q96I25,0.406551548865181,#N/A,#N/A
TOR1AIP1,Q5JTV8,0.406533719007785,#N/A,#N/A
CHD4,Q14839,0.405699255523496,#N/A,#N/A
GNE,Q9Y223,0.405441287227693,#N/A,#N/A
EIF5B,O60841,0.405157373290942,#N/A,#N/A
CALB2,P22676,0.404879310971868,#N/A,#N/A
HK2,P52789,0.403369794997986,#N/A,#N/A
AP1G1,O43747,0.402599676367629,#N/A,#N/A
ARPP19,P56211,0.402231864044397,#N/A,#N/A
CS,O75390,0.399920082861144,#N/A,#N/A
TIMM8A,O60220,0.398881298779972,#N/A,#N/A
PNN,Q9H307,0.398438814897412,#N/A,#N/A
CTSZ,Q9UBR2,0.398352961085389,#N/A,#N/A
GALNT2,Q10471,0.397817757375445,#N/A,#N/A
SNX6,Q9UNH7,0.39760845141177,#N/A,#N/A
TRIP10,Q15642,0.397080988219383,#N/A,#N/A
ENOPH1,Q9UHY7,0.397002116553306,#N/A,#N/A
LXN,Q9BS40,0.396220919988693,#N/A,#N/A
PNPO,Q9NVS9,0.395928099064785,#N/A,#N/A
CALD1,Q05682,0.395870081200445,#N/A,#N/A
NDUFV1,P49821,0.394225707542571,#N/A,#N/A
CLIP1,P30622,0.394172464519628,#N/A,#N/A
IFIT1,P09914,0.393986325279566,#N/A,#N/A
ARFIP1,P53367,0.393384208909783,#N/A,#N/A
CTNNA1,P35221,0.392591221695777,#N/A,#N/A
MBOAT7,Q96N66,0.39194781713231,#N/A,#N/A
BCL2L1,Q07817,0.389657897278508,#N/A,#N/A
PCYOX1,Q9UHG3,0.389548308978638,#N/A,#N/A
NUCB1,Q02818,0.389509827691506,#N/A,#N/A
PPP6R3,Q5H9R7,0.389144379292136,#N/A,#N/A
NIBAN1,Q9BZQ8,0.388880891294347,#N/A,#N/A
DES,P17661,0.388370931370209,#N/A,#N/A
USP10,Q14694,0.386914506852928,#N/A,#N/A
LGALS3BP,Q08380,0.386708167477253,#N/A,#N/A
SMAP,O00193,0.386462403932251,#N/A,#N/A
SLC9A3R2,Q15599,0.386294604835025,#N/A,#N/A
EML4,Q9HC35,0.384753264373954,#N/A,#N/A
MTA2,O94776,0.384450792637655,#N/A,#N/A
GFUS,Q13630,0.384388818346232,#N/A,#N/A
IDH2,P48735,0.382682825057614,#N/A,#N/A
ARHGEF1,Q92888,0.382622724205404,#N/A,#N/A
RAB1B,Q9H0U4,0.381430250812742,#N/A,#N/A
RBMX,P38159,0.381177465673416,#N/A,5.3584316467261
NMT1,P30419,0.38008424894865,#N/A,#N/A
DYNC1LI2,O43237,0.380050223483372,#N/A,#N/A
EEA1,Q15075,0.379021196432478,#N/A,#N/A
TST,Q16762,0.376274167639933,#N/A,#N/A
NPLOC4,Q8TAT6,0.375526404282612,#N/A,#N/A
DNAJB11,Q9UBS4,0.375338124423374,#N/A,#N/A
VPS28,Q9UK41,0.374938416715156,4.31487949840917,4.5860403792493
GALK1,P51570,0.374932580066501,#N/A,#N/A
UROD,P06132,0.374878599113852,#N/A,#N/A
DAP3,P51398,0.374732419884215,#N/A,#N/A
