gene_id,uniprot_id,[µM],pKapp,Kapp,complexome
CORO1B,Q9BR76,1.30126196856777,,,
EIF5,P55010,1.29959314784028,,,
TXNDC5,Q8NBS9,1.29399000922601,,,
HPRT1,P00492,1.29330735282952,,,
TRIR,Q9BQ61,1.29251090780178,,,
IARS1,P41252,1.28816896377968,,,
CMPK1,P30085,1.28652103565337,,,
PSMD12,O00232,1.28238129720928,,,
DDX17,Q92841,1.28214019200532,4.58970407625061,25.721478206015387,0.0095618238748294
CNN2,Q99439,1.27804857932215,,,
PSMB7,Q99436,1.27343681825374,,,
PRDX4,Q13162,1.26970161773849,,,
FDPS,P14324,1.26914519832526,,,
PSMC5,P62195,1.26812346453531,,,
HBA2,P69905,1.26691396790313,,,
DNAJB1,P25685,1.26655640327964,,,
YARS1,P54577,1.26637117914664,,,
LSM8,O95777,1.26486542429336,,,
ATL3,Q6DD88,1.26450973175188,,,
PAFAH1B1,P43034,1.26018963617994,,,
RPS26,P62854,1.25927620290442,,,
CKS1B,P61024,1.25758006302163,,,
H3C13,Q71DI3,1.25346475200161,,,
RFC4,P35249,1.2518195567899,,,
PDLIM5,Q96HC4,1.25101524978252,,,
SEPTIN7,Q16181,1.24145492611774,,,
ALCAM,Q13740,1.23819500013358,,,
ARF6,P62330,1.2369807370902,,,
EIF4A2,Q14240,1.23242828249969,,,
EIF4G1,Q04637,1.23184366426754,,,
CSNK2A1,P68400,1.22723080636057,,,
CAPZA1,P52907,1.22636833822773,,,
ARL8B,Q9NVJ2,1.22570219924781,,,
FXR1,P51114,1.22516455711018,,,
G3BP2,Q9UN86,1.22308918178353,,,
BSG,P35613,1.22255729024147,,,
GART,P22102,1.22000379249022,,,
NIBAN2,Q96TA1,1.21999805546857,,,
RBBP7,Q16576,1.21767220659467,,,
API5,Q9BZZ5,1.21237247773263,,,
PCMT1,P22061,1.20882430677553,,,
HARS1,P12081,1.20810270349389,,,
VDAC3,Q9Y277,1.20349654973972,,,
COPB1,P53618,1.19992133314683,,,
PDAP1,Q13442,1.19906986213244,,,
KHDRBS1,Q07666,1.1960664221758,5.08014026752424,8.31495173155915,0.025038562878425985
LSM4,Q9Y4Z0,1.19525898284893,,,
GRHPR,Q9UBQ7,1.1939461364506,,,
COPB2,P35606,1.19252274530494,,,
PRMT5,O14744,1.1867932671844,,,
COPS4,Q9BT78,1.18565297935709,,,
LTA4H,P09960,1.18529192114962,,,
PSMB3,P49720,1.18423566916851,,,
EEF1E1,O43324,1.18332817295523,,,
EIF3K,Q9UBQ5,1.17876073467393,,,
RTRAF,Q9Y224,1.17837054100972,,,
NSFL1C,Q9UNZ2,1.17722963684595,,,
SNRNP70,P08621,1.17707042658768,,,
NAP1L4,Q99733,1.17609003020084,,,
ILKAP,Q9H0C8,1.17005357201103,,,
DLD,P09622,1.16799704532102,,,
WDHD1,O75717,1.16697152518526,,,
FUBP3,Q96I24,1.16468811938568,,,
VAT1,Q99536,1.16237435377969,,,
SNRPC,P09234,1.15972141211052,,,
LTF,P02788,1.15879376676087,,,
ESD,P10768,1.15174991800858,,,
SEPTIN11,Q9NVA2,1.15168179239412,,,
MRPL33,O75394,1.14967357074107,,,
SEPTIN9,Q9UHD8,1.14582978605798,,,
SSR1,P43307,1.14538899369251,,,
CKS2,P33552,1.14356514975621,,,
HK1,P19367,1.14161816171392,,,
DYNC1I2,Q13409,1.13983620110586,,,
SF3B1,O75533,1.13829224656772,4.27260436737158,53.382097310271774,0.004219296153443963
SPR,P35270,1.13737672689014,,,
UQCRC1,P31930,1.13707477413563,,,
CTTN,Q14247,1.13479537126827,,,
DBN1,Q16643,1.13271110931794,,,
GET3,O43681,1.13108915526064,,,
RCC1,P18754,1.12419358232308,,,
BCCIP,Q9P287,1.1226422179201,,,
MAP4,P27816,1.12162445361605,,,
MCTS1,Q9ULC4,1.12152928206028,,,
BLVRB,P30043,1.11862036141893,,,
PSMD3,O43242,1.1175111234239,,,
IDH3A,P50213,1.11402174359249,,,
PSMD8,P48556,1.1115090277364,,,
TMX1,Q9H3N1,1.11112629605044,,,
HMGA1,P17096,1.10901636658945,,,
TSG101,Q99816,1.10849913050926,,,
CHMP4B,Q9H444,1.10794380767847,,,
CRK,P46108,1.10744591753436,,,
PRPF6,O94906,1.10726295491984,,,
SNX27,Q96L92,1.10691678676028,5.02934780331964,9.346568574474064,0.021110261370978378
SDHA,P31040,1.09684204804194,,,
PYGB,P11216,1.09078240269869,,,
MAP2K1,Q02750,1.0897252215734,,,
KLC1,Q07866,1.08685982911719,,,
PSMD10,O75832,1.08604761982905,,,
SLC1A5,Q15758,1.08570465502086,,,
NDUFA4,O00483,1.08559090228985,,,
CHMP7,Q8WUX9,1.08382320279498,,,
UBXN1,Q04323,1.0834261761399,,,
RTCB,Q9Y3I0,1.08232959072944,,,
TXLNA,P40222,1.08222043441871,,,
BLVRA,P53004,1.07649529449247,,,
DEK,P35659,1.07465817589905,,,
TRMT112,Q9UI30,1.07059441639257,,,
HSD17B10,Q99714,1.06719628108994,,,
VBP1,P61758,1.06641815085062,,,
F3,P13726,1.06605926483251,,,
SRP72,O76094,1.06407947252559,,,
DCTN2,Q13561,1.05917785012258,,,
U2AF2,P26368,1.05269795937209,,,
UGDH,O60701,1.05190571874844,,,
EWSR1,Q01844,1.05075425121152,,,
EIF3G,O75821,1.04816416444105,,,
DDX39A,O00148,1.04807847528817,,,
COX6A1,P12074,1.04538252988845,,,
ABCE1,P61221,1.0444166969946,,,
NPC2,P61916,1.04282855451475,,,
CAPRIN1,Q14444,1.04094749235978,,,
BANF1,O75531,1.04039444705105,,,
RPA3,P35244,1.04030168852387,,,
CNBP,P62633,1.0369740668538,,,
RTN4,Q9NQC3,1.03532096654632,,,
LSM3,P62310,1.034067678485,,,
PSMD5,Q16401,1.02950742766673,,,
SAR1A,Q9NR31,1.02574936486885,,,
NUDCD1,Q96RS6,1.02477471056614,,,
PSMD6,Q15008,1.02356961166389,,,
SF3B5,Q9BWJ5,1.02153156626816,4.15609343970096,69.80821935364197,0.002916999877363935
GRB2,P62993,1.01968527206581,,,
CCDC6,Q16204,1.01876079245399,,,
PRSS1,P07477,1.01860609381404,,,
MYDGF,Q969H8,1.01559899475525,,,
PEPD,P12955,1.01237146624786,,,
CDC73,Q6P1J9,1.01132912702918,,,
SRSF9,Q13242,1.01011412897459,,,
ACTR1A,P61163,1.0077671437301,,,
XPO1,O14980,1.00532289200695,,,
GLB1,P16278,1.00460964592123,,,
ISG15,P05161,1.00326733767532,,,
EPHX1,P07099,1.00060798538322,,,
EPRS1,P07814,0.99970560816018,,,
NEMF,O60524,0.998794767458093,,,
NONO,Q15233,0.995285653329304,4.51953380137869,30.231952644021703,0.006424148972739019
SF3B3,Q15393,0.993566026425934,4.05998682666649,87.0990009052653,0.0022824132050232038
SUCLG2,Q96I99,0.990252833166778,,,
TMED7,Q9Y3B3,0.989119799292442,,,
MRPS23,Q9Y3D9,0.988279174007651,,,
GNB1,P62873,0.987816116477264,,,
RRBP1,Q9P2E9,0.986740464533991,,,
PSMB5,P28074,0.977796853672051,,,
UQCR10,Q9UDW1,0.975522657079516,,,
PRPS1,P60891,0.973786516738004,,,
TOMM40,O96008,0.972391561153586,,,
ABRACL,Q9P1F3,0.968593239326787,,,
RPLP1,P05386,0.965707987677078,,,
ATP5ME,P56385,0.963787213247796,,,
CYRIB,Q9NUQ9,0.963611077050223,,,
FLII,Q13045,0.961183477333107,,,
UCHL3,P15374,0.960790233263492,,,
GNG12,Q9UBI6,0.957388328671697,,,
CSDE1,O75534,0.957284128704111,,,
ALDH7A1,P49419,0.956209976525714,,,
BPNT1,O95861,0.955375695648577,,,
H3-7,Q5TEC6,0.955165421322051,,,
NENF,Q9UMX5,0.955046567756022,,,
HDHD5,Q9BXW7,0.954503054167329,,,
TSN,Q15631,0.954295974429441,,,
VPS35,Q96QK1,0.952996464477994,,,
SRSF6,Q13247,0.952511079310752,,,
ACAT2,Q9BWD1,0.946175254478633,,,
COPE,O14579,0.944567714192494,,,
PRKDC,P78527,0.944374256274581,,,
SLC25A5,P05141,0.943458763997144,,,
MT-CO2,P00403,0.939770522343716,,,
MCM3,P25205,0.93875573002375,,,
PABPC4,Q13310,0.936713972794492,,,
PPID,Q08752,0.932016778282291,,,
CNDP2,Q96KP4,0.929361836694959,,,
ANXA11,P50995,0.929094531216363,,,
PPIF,P30405,0.928098179354762,,,
COPG1,Q9Y678,0.918471047203832,,,
UPF1,Q92900,0.918043388505227,,,
TFG,Q92734,0.917065585652282,,,
PMPCA,Q10713,0.912926011197151,,,
DDX46,Q7L014,0.908767055705222,,,
MAPK1,P28482,0.907132695380121,,,
FARSB,Q9NSD9,0.907069475132863,,,
C1QBP,Q07021,0.906903123866391,,,
NCEH1,Q6PIU2,0.904360675787054,,,
ADSL,P30566,0.901679027233694,,,
RCC2,Q9P258,0.901533937697389,,,
TTLL12,Q14166,0.900165493019136,,,
DYNLT1,P63172,0.900127056913421,,,
OTUB1,Q96FW1,0.899329398126758,,,
CD151,P48509,0.897244952034243,,,
MMP24OS,A0A0U1RRL7,0.897144382044026,,,
OGDH,Q02218,0.892562899710871,,,
MYCBP,Q99417,0.888915601266275,,,
ATP2A2,P16615,0.886206776096861,,,
UGP2,Q16851,0.886082306268341,,,
ATP1B3,P54709,0.885359243540198,,,
HADHB,P55084,0.884576264290766,,,
PFDN5,Q99471,0.879608077196696,,,
COPS2,P61201,0.878212527634294,,,
ZW10,O43264,0.876823704635125,,,
U2AF1,Q01081,0.874031500645909,,,
SEC22B,O75396,0.87245670963413,,,
GMPS,P49915,0.870717298304937,,,
KRT79,Q5XKE5,0.870260141219715,,,
MAP1LC3B,Q9GZQ8,0.867584705811336,,,
PRKAR2A,P13861,0.866289860209749,,,
TUBB6,Q9BUF5,0.862328957486253,,,
CSNK2B,P67870,0.86005149403774,,,
TMEM263,Q8WUH6,0.860009482076119,,,
S100A16,Q96FQ6,0.859727148748489,,,
PDLIM7,Q9NR12,0.858638882877984,,,
SEC13,P55735,0.850347069194186,,,
PSPH,P78330,0.849817241664376,,,
GSTP1,P09211,0.84919066838793,,,
GNPDA1,P46926,0.848136338924439,,,
SRP68,Q9UHB9,0.847838537686087,,,
ADSS2,P30520,0.847724524286178,,,
ASNS,P08243,0.845049249002658,,,
SAE1,Q9UBE0,0.843276775829375,,,
RHEB,Q15382,0.840754963327481,,,
UQCRB,P14927,0.838355553694565,,,
RIC8A,Q9NPQ8,0.836664196844134,,,
SCRN1,Q12765,0.835443272047679,,,
DTD1,Q8TEA8,0.834200693045196,,,
PPIH,O43447,0.83336799074619,,,
SLC7A11,Q9UPY5,0.833066535756253,,,
PRKAR1A,P10644,0.832685103792436,,,
ANXA4,P09525,0.832177271125026,,,
ACOT7,O00154,0.830627524648393,,,
PCYT1A,P49585,0.828681011917823,,,
USP14,P54578,0.827399401472715,,,
PLS3,P13797,0.827164349386846,,,
TMEM109,Q9BVC6,0.824121660656094,,,
BAX,Q07812,0.820068832011772,,,
ITGA3,P26006,0.818871343494231,,,
DDAH1,O94760,0.818553637109915,,,
EDF1,O60869,0.816892382497693,,,
TWF2,Q6IBS0,0.816245699016836,,,
FUBP1,Q96AE4,0.81420530425914,,,
ACP1,P24666,0.814078044421423,,,
MINPP1,Q9UNW1,0.813751830663162,,,
POLE3,Q9NRF9,0.809931478683195,,,
LSM2,Q9Y333,0.80861426775593,,,
ADK,P55263,0.807422439148743,,,
ATP5PB,P24539,0.805516115872052,,,
CARHSP1,Q9Y2V2,0.804242045489234,,,
CYC1,P08574,0.803231797035156,,,
PUF60,Q9UHX1,0.801547735280414,,,
PSMD1,Q99460,0.801316620779919,,,
PGRMC1,O00264,0.800868525845554,,,
SMC3,Q9UQE7,0.797238304051871,,,
SERPINB6,P35237,0.795136968132401,,,
TMED4,Q7Z7H5,0.794855497313397,,,
PSMD9,O00233,0.793467596701216,,,
ATP6V1G1,O75348,0.784073195038334,,,
LARS1,Q9P2J5,0.783875421333366,,,
ARHGAP1,Q07960,0.781563348900423,,,
SUCLA2,Q9P2R7,0.77848815127034,,,
KTN1,Q86UP2,0.776220031332425,,,
NUDT21,O43809,0.775123556474259,4.3797354970467,41.71233511624365,0.0036830168667236762
MAT2B,Q9NZL9,0.77375420808195,,,
TXNDC12,O95881,0.772735788454033,,,
CYB5A,P00167,0.772194868588399,,,
TUBG1,P23258,0.770457915797846,,,
CIAPIN1,Q6FI81,0.768523337843348,,,
HNRNPUL1,Q9BUJ2,0.767660613168071,,,
GSTM3,P21266,0.767152597128094,,,
PAPSS2,O95340,0.76599656912445,,,
SDCBP,O00560,0.763970474289118,,,
AP2M1,Q96CW1,0.763260874854185,,,
TNPO1,Q92973,0.763162887927258,,,
LSM5,Q9Y4Y9,0.762947448787987,,,
CAPN1,P07384,0.762810959819897,,,
CSTF1,Q05048,0.762402861375576,,,
NLE1,Q9NVX2,0.761639743223522,,,
CFL2,Q9Y281,0.761265239295596,,,
USO1,O60763,0.757851080468293,,,
MCM7,P33993,0.757596248447834,,,
NACA,E9PAV3,0.756871554680783,,,
UBE2H,P62256,0.755204334000488,,,
HADHA,P40939,0.754322907630617,,,
ATP5MG,O75964,0.753376477354971,,,
MCM4,P33991,0.751885476769957,,,
HDLBP,Q00341,0.751566853575497,,,
RABIF,P47224,0.750977951054608,,,
NAA10,P41227,0.749324550870983,,,
DNAJC8,O75937,0.749184247852112,,,
GLRX,P35754,0.748717909895985,,,
ALDH18A1,P54886,0.746871804476323,,,
SF3A3,Q12874,0.746635152283832,4.44904725832563,35.559262218444026,0.004148446468448697
THRAP3,Q9Y2W1,0.746560350805137,,,
COPS8,Q99627,0.745369035494769,,,
MT-ATP6,P00846,0.745042004047085,,,
UQCRC2,P22695,0.744528791877639,,,
CPNE3,O75131,0.743508559510613,,,
NDUFA12,Q9UI09,0.7414849236516,,,
CCDC124,Q96CT7,0.738191323424632,,,
VAPB,O95292,0.73379630665446,,,
IFITM3,Q01628,0.733618253230626,,,
HSPBP1,Q9NZL4,0.733401037606668,,,
FBL,P22087,0.732968639690845,,,
SNRNP200,O75643,0.732400897548728,,,
PROCR,Q9UNN8,0.732232359789539,,,
MVP,Q14764,0.731842900898216,,,
PTPN1,P18031,0.730576421863139,,,
AP2B1,P63010,0.73030113059949,,,
SF3B2,Q13435,0.726694406302834,4.97363469512012,10.625889734080774,0.012769414463250861
TP53,P04637,0.724787355687325,,,
H2AC1,Q96QV6,0.72405940340916,,,
RAB5C,P51148,0.722870909774012,,,
MCM6,Q14566,0.722309481861977,,,
TMCO1,Q9UM00,0.722157724218991,,,
ITGA2,P17301,0.719265111164137,,,
CLTCL1,P53675,0.717460634995812,,,
PGRMC2,O15173,0.716564758186218,,,
TOMM22,Q9NS69,0.716168124507573,,,
ATP5F1D,P30049,0.715768422399307,,,
ATP5F1C,P36542,0.7115164555875,,,
PPM1G,O15355,0.711393066228699,,,
WARS1,P23381,0.711095516012967,,,
NSUN2,Q08J23,0.71108023542887,,,
HP1BP3,Q5SSJ5,0.710497270261684,,,
TTC1,Q99614,0.710392817517141,,,
HEXIM1,O94992,0.709944330870685,,,
SLC2A1,P11166,0.709076596347227,,,
HSD17B11,Q8NBQ5,0.708423339030958,,,
EPHA2,P29317,0.707359424193593,,,
IL18,Q14116,0.707176495231237,,,
SNX2,O60749,0.703755642104968,,,
MCM2,P49736,0.70234836059476,,,
ATP5MK,Q96IX5,0.700974771699524,,,
WDR77,Q9BQA1,0.700946852897241,,,
DCTN1,Q14203,0.698976931937059,,,
CUTA,O60888,0.697825615486996,,,
TIMM9,Q9Y5J7,0.695817989623815,,,
PODXL,O00592,0.693296461790537,,,
PPA2,Q9H2U2,0.69208457717952,,,
RPS23,P62266,0.69029322917031,,,
CNP,P09543,0.690276181888453,,,
BAG3,O95817,0.689110986579051,,,
ZNF185,O15231,0.687950763413259,,,
AIMP2,Q13155,0.687762423248061,,,
STOML2,Q9UJZ1,0.686504934872178,,,
GTF2F2,P13984,0.685739004502768,,,
CAND1,Q86VP6,0.685640325592836,,,
AARS1,P49588,0.685476343326759,,,
ANXA7,P20073,0.683858560286442,,,
MAP1B,P46821,0.682677593438113,,,
NPEPPS,P55786,0.681918370945948,,,
LIMA1,Q9UHB6,0.67813922646308,,,
ROCK2,O75116,0.677962891294083,,,
GLS,O94925,0.677448020321811,,,
RBM4,Q9BWF3,0.676413583626284,,,
ATP1B1,P05026,0.674916103030054,,,
PABPN1,Q86U42,0.674396517155067,,,
PTRHD1,Q6GMV3,0.673866713747417,,,
RNPEP,Q9H4A4,0.672773789348501,,,
OCIAD2,Q56VL3,0.672608811748513,,,
RPL26,P61254,0.672015189452376,,,
FKBP2,P26885,0.671949395170123,,,
AK2,P54819,0.671775184934497,,,
HEBP1,Q9NRV9,0.670041497836105,,,
PDCD6,O75340,0.669593531092503,,,
DYNLL1,P63167,0.667540675236139,,,
SMC4,Q9NTJ3,0.666824893743468,,,
ACO2,Q99798,0.666364494897896,,,
SLC9A3R1,O14745,0.665047848299245,,,
ZC3H15,Q8WU90,0.664779582513099,,,
REXO2,Q9Y3B8,0.663787324907448,,,
TIMM44,O43615,0.663557721074061,,,
HBD,P02042,0.66268129476526,,,
AP1M1,Q9BXS5,0.662029221512043,,,
RPA1,P27694,0.661898067021236,,,
NRDC,O43847,0.657796527730633,,,
MRPS28,Q9Y2Q9,0.656157364663927,4.52372404599702,29.94166548401135,0.004321489204469842
TARDBP,Q13148,0.655737777757883,,,
SF3A1,Q15459,0.655164054418418,4.96211612799742,10.911485302166632,0.011301459352129228
PGM1,P36871,0.654358092203453,,,
COX5B,P10606,0.652281714145593,,,
HMGB3,O15347,0.647127272480686,,,
PRPF4,O43172,0.645036656540059,,,
CNPY2,Q9Y2B0,0.644178827827054,,,
NUCKS1,Q9H1E3,0.642114598846465,,,
TRAP1,Q12931,0.640870627324251,,,
OCIAD1,Q9NX40,0.639801886213416,,,
GIPC1,O14908,0.639713660821315,,,
ACTL6A,O96019,0.638363773715803,,,
IPO4,Q8TEX9,0.638317399247812,,,
NASP,P49321,0.6348663787575,,,
WASF1,Q92558,0.634016360613609,,,
TIMM50,Q3ZCQ8,0.632431844309088,,,
ARL3,P36405,0.63225995475271,,,
DDX6,P26196,0.630401355592873,,,
DYNC1LI1,Q9Y6G9,0.629841315685092,,,
PPP1R2,P41236,0.629317074598942,,,
MOB1B,Q7L9L4,0.628795624627553,,,
ADGRE5,P48960,0.628762871605877,,,
NRAS,P01111,0.628157130188075,,,
HSP90AB4P,Q58FF6,0.627361722846698,,,
AIP,O00170,0.626489949857833,,,
EIF4G2,P78344,0.626460948682511,,,
PTPN11,Q06124,0.624381272279931,,,
TRIM25,Q14258,0.624085329148975,,,
DECR1,Q16698,0.623893320362185,,,
TCEA1,P23193,0.623633014765525,,,
SRSF5,Q13243,0.623559781179543,,,
POLR2L,P62875,0.623153381052768,,,
HACD3,Q9P035,0.622158480909046,,,
NAA15,Q9BXJ9,0.621268563169951,,,
DBNL,Q9UJU6,0.620920985637564,,,
NARS1,O43776,0.620902148749167,,,
ATP6V1A,P38606,0.620751229720313,,,
SAMHD1,Q9Y3Z3,0.62054324558111,,,
PPP1CB,P62140,0.619718172779734,,,
JPT2,Q9H910,0.617243466108887,,,
POLR1C,O15160,0.615033042662627,,,
BID,P55957,0.61331895908981,,,
CHORDC1,Q9UHD1,0.612622947656447,,,
NSF,P46459,0.610936546250348,,,
RBM39,Q14498,0.610350218100125,,,
EHD4,Q9H223,0.609623439582459,,,
RAB2A,P61019,0.609617120851532,,,
HSDL2,Q6YN16,0.60938962396703,,,
MTDH,Q86UE4,0.607966959868082,,,
EIF2S3,P41091,0.607957991776598,,,
LNPK,Q9C0E8,0.607035782196268,,,
NAA50,Q9GZZ1,0.606579117512517,,,
UFM1,P61960,0.605927568631294,,,
STAU1,O95793,0.604496016634272,,,
CRKL,P46109,0.604308343160642,,,
VAMP8,Q9BV40,0.603688032300355,,,
HEXB,P07686,0.603208246818632,,,
CARS1,P49589,0.602884272888946,,,
MRPL12,P52815,0.601065345441728,,,
PSPC1,Q8WXF1,0.60100203392308,4.18756974438365,64.92773542089935,0.00185455017447822
RAP1B,P61224,0.600305261199787,,,
USP5,P45974,0.599275952706069,,,
BTF3L4,Q96K17,0.59890784223666,,,
GNB2,P62879,0.596750148148354,,,
MESD,Q14696,0.595742845485266,,,
VARS1,P26640,0.594906030253921,,,
HSD17B12,Q53GQ0,0.594120313305646,,,
VRK1,Q99986,0.592890019093744,,,
STAT1,P42224,0.592456530897145,,,
AP3M1,Q9Y2T2,0.59090198871311,,,
EMD,P50402,0.590792609046782,,,
ITPA,Q9BY32,0.590783821584127,,,
THEM6,Q8WUY1,0.589531935158114,,,
PGM2,Q96G03,0.586351233022665,,,
UBA6,A0AVT1,0.584737647867092,,,
CISD2,Q8N5K1,0.584216453576106,,,
SUCLG1,P53597,0.583533320134382,,,
TMED9,Q9BVK6,0.583394209417394,,,
TIMM13,Q9Y5L4,0.583219120257183,,,
AAMDC,Q9H7C9,0.582951088067532,,,
ACY1,Q03154,0.582792168718484,,,
C11orf68,Q9H3H3,0.582540188056458,,,
COX7A2,P14406,0.579509684282351,,,
SPCS2,Q15005,0.579159095845765,,,
ARL1,P40616,0.578835698391798,,,
PDCD10,Q9BUL8,0.578733786977402,,,
DCTD,P32321,0.578597073166611,,,
RNMT,O43148,0.578301867631474,,,
DRAP1,Q14919,0.578173432082496,,,
HSPB11,Q9Y547,0.577956990271833,,,
PDHB,P11177,0.576652913282554,,,
CBFB,Q13951,0.574882462647687,,,
ACO1,P21399,0.574352583042926,,,
SMC2,O95347,0.573441926477718,,,
IARS2,Q9NSE4,0.572185751077497,,,
LSM6,P62312,0.571987730896554,,,
AAMP,Q13685,0.571558762335939,,,
MYG1,Q9HB07,0.571128607269004,,,
S100A4,P26447,0.56677281656507,,,
CAST,P20810,0.565121910892651,,,
UBA2,Q9UBT2,0.565084025742792,,,
RAB10,P61026,0.563735471927833,,,
NUP93,Q8N1F7,0.562758249782318,,,
PARVA,Q9NVD7,0.562741619437559,,,
RFC2,P35250,0.561284525795672,,,
VPS26A,O75436,0.560573508539507,,,
RDX,P35241,0.55635314130318,,,
HADH,Q16836,0.556012202176807,,,
GPD2,P43304,0.555622171547601,,,
RANBP3,Q9H6Z4,0.554936293339071,,,
NANS,Q9NR45,0.554907104016765,,,
DLST,P36957,0.554007293188996,,,
TBCC,Q15814,0.55351393593727,,,
TIAL1,Q01085,0.552761761109694,,,
CD82,P27701,0.552428704201958,,,
GBE1,Q04446,0.551826994647104,,,
REEP5,Q00765,0.550978375731331,,,
MCM5,P33992,0.550920554435163,,,
PXN,P49023,0.550919167103877,,,
CAD,P27708,0.550817451752908,,,
TMED2,Q15363,0.550203830687743,,,
ILK,Q13418,0.550202174862298,,,
DPY30,Q9C005,0.549548154067545,,,
DCK,P27707,0.546842662558522,,,
MLEC,Q14165,0.546459786559738,,,
MCFD2,Q8NI22,0.544704368156413,,,
CTPS1,P17812,0.544323703594314,,,
ZYX,Q15942,0.543590113690829,,,
SPAG9,O60271,0.540600244985163,,,
PHPT1,Q9NRX4,0.540527340399012,,,
SUMF2,Q8NBJ7,0.538562182392673,,,
PSMD14,O00487,0.537663431099461,,,
UBL5,Q9BZL1,0.534742815045725,,,
FUS,P35637,0.534635230251618,,,
RAP1GDS1,P52306,0.534624152768524,,,
AP3B1,O00203,0.534555394227392,,,
USP39,Q53GS9,0.533820692923814,,,
DNMT1,P26358,0.533245349211247,,,
UFD1,Q92890,0.532867717900513,,,
GTPBP4,Q9BZE4,0.532792736177697,,,
LYAR,Q9NX58,0.532657621244732,,,
SMC1A,Q14683,0.531226930819673,,,
NDUFA5,Q16718,0.529441613639192,,,
DPM3,Q9P2X0,0.528904029586079,,,
SRRT,Q9BXP5,0.526890930521578,,,
SNAP23,O00161,0.525999390558048,,,
UBE2C,O00762,0.524253783052367,,,
DNAJA2,O60884,0.523619261762907,,,
PTRH2,Q9Y3E5,0.523463913069524,,,
TBRG4,Q969Z0,0.52184513263657,,,
PLOD3,O60568,0.521377982614809,,,
CPSF7,Q8N684,0.520374523234091,4.91281904905379,12.223088351105483,0.008157720515908906
DNMBP,Q6XZF7,0.519770680694734,,,
SPC24,Q8NBT2,0.519723351981358,,,
VAPA,Q9P0L0,0.518916958735797,,,
GNAI2,P04899,0.518639180627611,,,
RGS10,O43665,0.518025925940726,,,
PPP1CA,P62136,0.517845579381672,,,
CYB5R1,Q9UHQ9,0.516684169999092,,,
LAMP1,P11279,0.516449159705591,,,
NDUFA2,O43678,0.515629317778497,,,
NOL3,O60936,0.515209509601431,,,
RAP2B,P61225,0.514247478310355,,,
SYNGR2,O43760,0.513950979474493,,,
SLC25A24,Q6NUK1,0.513205059739033,,,
POFUT1,Q9H488,0.512688986764338,,,
SLC25A11,Q02978,0.511937178915677,,,
RBM14,Q96PK6,0.511490709560555,,,
EXOSC2,Q13868,0.510901831823896,,,
IMPA1,P29218,0.509742586882245,,,
RRM1,P23921,0.50916496126952,,,
ARHGEF2,Q92974,0.507756899130323,,,
GRSF1,Q12849,0.507634321622252,,,
EMC8,O43402,0.507350345707186,,,
PPAT,Q06203,0.505187388933861,,,
CKAP5,Q14008,0.503712048828323,,,
PDHA1,P08559,0.503270478755186,,,
KLC2,Q9H0B6,0.503104571422239,,,
RAB27A,P51159,0.502026832167042,,,
MRPL53,Q96EL3,0.50156003210521,,,
PCNP,Q8WW12,0.500126567867502,,,
PCBD1,P61457,0.50004281660684,,,
VPS29,Q9UBQ0,0.499849132232931,,,
TMEM167A,Q8TBQ9,0.499636307040652,,,
NME2,P22392,0.499313950326285,,,
RPS27L,Q71UM5,0.499139758973231,,,
PPT1,P50897,0.497467982406959,,,
MGST1,P10620,0.497372513780869,,,
GRWD1,Q9BQ67,0.49715533447964,,,
H1-0,P07305,0.496817150994642,,,
SUMO2,P61956,0.49305286519675,,,
AGPS,O00116,0.49282394880524,,,
COPZ1,P61923,0.491096563365744,,,
SNRNP40,Q96DI7,0.489287238662517,4.08880766698777,81.50651664123743,0.0012073412652569004
NDUFAB1,O14561,0.48913725900577,,,
SMU1,Q2TAY7,0.488331162397561,,,
PSMF1,Q92530,0.488058899013242,,,
DDX3X,O00571,0.487897670288852,,,
NPM3,O75607,0.486820363921906,,,
OSTF1,Q92882,0.486590822748248,,,
MBNL1,Q9NR56,0.485747828929113,4.11769343578777,76.26171440282893,0.0012803602970592465
ENY2,Q9NPA8,0.484284026086219,,,
MACROH2A1,O75367,0.484046235906938,,,
RPA2,P15927,0.48168565090828,,,
GPS1,Q13098,0.481676518441569,,,
SAMM50,Q9Y512,0.481504898717119,,,
RO60,P10155,0.478993829219583,,,
DCD,P81605,0.478741248380361,,,
PLOD2,O00469,0.477837981753909,,,
NDUFS4,O43181,0.477772519560819,,,
EXOSC5,Q9NQT4,0.477617395087974,,,
EIF4B,P23588,0.477612930207578,,,
SNX1,Q13596,0.47504471371991,,,
ZPR1,O75312,0.474107943936058,,,
MARS1,P56192,0.47407401052512,,,
CA13,Q8N1Q1,0.473189255120493,,,
DCTN3,O75935,0.472614318055585,,,
CHCHD2,Q9Y6H1,0.470862296970675,,,
GEMIN5,Q8TEQ6,0.470680786342083,,,
CMC2,Q9NRP2,0.470601836827263,,,
COPS6,Q7L5N1,0.467956275859804,,,
NDRG1,Q92597,0.467231389569364,,,
APEH,P13798,0.467006562303589,,,
WDR61,Q9GZS3,0.466917852169532,,,
GC,P02774,0.466916912551533,,,
LARP1,Q6PKG0,0.465495932345039,,,
ATXN10,Q9UBB4,0.465291774095281,,,
MRPS18B,Q9Y676,0.464876768356313,,,
AHCYL1,O43865,0.464187571403937,,,
SFXN1,Q9H9B4,0.462301881916014,,,
